match_id,season,team,bowler,overs,runs_given,wickets,economy,maidens
83,2021,Sunrisers Hyderabad,T Natarajan,3.6,19,3,5.28,0
83,2021,Sunrisers Hyderabad,Washington Sundar,1.3,8,2,6.15,0
83,2021,Sunrisers Hyderabad,Marco Jansen,1.3,11,2,8.46,0
83,2021,Sunrisers Hyderabad,Mayank Agarwal,2.2,23,0,10.45,1
83,2021,Sunrisers Hyderabad,Umran Malik,1.2,14,0,11.67,0
83,2021,Delhi Capitals,Kuldeep Yadav,3.1,36,2,11.61,1
83,2021,Delhi Capitals,Mitchell Marsh,3.4,23,2,6.76,0
83,2021,Delhi Capitals,Phil Salt,3.7,14,0,3.78,1
83,2021,Delhi Capitals,Lalit Yadav,4.0,46,0,11.5,0
83,2021,Delhi Capitals,Mustafizur Rahman,2.6,16,0,6.15,0
84,2021,Sunrisers Hyderabad,T Natarajan,2.7,20,2,7.41,0
84,2021,Sunrisers Hyderabad,Washington Sundar,2.6,11,2,4.23,0
84,2021,Sunrisers Hyderabad,Marco Jansen,2.7,28,3,10.37,1
84,2021,Sunrisers Hyderabad,Mayank Agarwal,2.0,18,1,9.0,0
84,2021,Sunrisers Hyderabad,Umran Malik,1.1,11,3,10.0,0
84,2021,Kolkata Knight Riders,Rinku Singh,4.0,42,0,10.5,0
84,2021,Kolkata Knight Riders,Nitish Rana,2.4,27,2,11.25,1
84,2021,Kolkata Knight Riders,Varun Chakravarthy,1.7,4,2,2.35,0
84,2021,Kolkata Knight Riders,Tim Southee,2.9,26,0,8.97,1
84,2021,Kolkata Knight Riders,Umesh Yadav,1.9,10,0,5.26,0
85,2021,Mumbai Indians,Jasprit Bumrah,3.0,41,3,13.67,0
85,2021,Mumbai Indians,Tilak Varma,2.5,18,1,7.2,1
85,2021,Mumbai Indians,Tim David,3.3,31,3,9.39,0
85,2021,Mumbai Indians,Piyush Chawla,3.5,18,1,5.14,0
85,2021,Mumbai Indians,Arjun Tendulkar,3.8,36,3,9.47,0
85,2021,Delhi Capitals,Kuldeep Yadav,3.3,24,0,7.27,1
85,2021,Delhi Capitals,Mitchell Marsh,2.3,29,2,12.61,0
85,2021,Delhi Capitals,Phil Salt,1.4,5,0,3.57,0
85,2021,Delhi Capitals,Lalit Yadav,1.0,11,1,11.0,1
85,2021,Delhi Capitals,Mustafizur Rahman,1.1,14,3,12.73,1
86,2021,Kolkata Knight Riders,Rinku Singh,3.6,22,0,6.11,1
86,2021,Kolkata Knight Riders,Nitish Rana,3.9,12,3,3.08,0
86,2021,Kolkata Knight Riders,Varun Chakravarthy,2.4,9,0,3.75,1
86,2021,Kolkata Knight Riders,Tim Southee,3.5,45,1,12.86,0
86,2021,Kolkata Knight Riders,Umesh Yadav,3.3,18,2,5.45,1
86,2021,Mumbai Indians,Jasprit Bumrah,2.4,19,2,7.92,1
86,2021,Mumbai Indians,Tilak Varma,1.8,11,0,6.11,1
86,2021,Mumbai Indians,Tim David,1.9,9,3,4.74,0
86,2021,Mumbai Indians,Piyush Chawla,1.8,12,0,6.67,0
86,2021,Mumbai Indians,Arjun Tendulkar,3.9,26,1,6.67,1
87,2021,Royal Challengers Bangalore,Mohammed Siraj,3.9,18,2,4.62,1
87,2021,Royal Challengers Bangalore,Wanindu Hasaranga,2.8,13,3,4.64,1
87,2021,Royal Challengers Bangalore,Shahbaz Ahmed,3.4,20,1,5.88,1
87,2021,Royal Challengers Bangalore,Anuj Rawat,1.4,12,1,8.57,1
87,2021,Royal Challengers Bangalore,Josh Hazlewood,1.9,8,3,4.21,0
87,2021,Chennai Super Kings,Deepak Chahar,2.1,21,0,10.0,0
87,2021,Chennai Super Kings,Moeen Ali,2.6,30,2,11.54,1
87,2021,Chennai Super Kings,Mitchell Santner,2.4,21,3,8.75,1
87,2021,Chennai Super Kings,Shivam Dube,3.9,41,0,10.51,0
87,2021,Chennai Super Kings,Tushar Deshpande,3.9,38,0,9.74,0
88,2021,Chennai Super Kings,Deepak Chahar,2.5,29,2,11.6,1
88,2021,Chennai Super Kings,Moeen Ali,2.2,11,3,5.0,1
88,2021,Chennai Super Kings,Mitchell Santner,3.4,21,0,6.18,1
88,2021,Chennai Super Kings,Shivam Dube,2.4,26,3,10.83,0
88,2021,Chennai Super Kings,Tushar Deshpande,2.7,9,3,3.33,0
88,2021,Rajasthan Royals,Yuzvendra Chahal,3.7,34,1,9.19,1
88,2021,Rajasthan Royals,Shimron Hetmyer,3.6,41,2,11.39,0
88,2021,Rajasthan Royals,Ravichandran Ashwin,3.9,34,1,8.72,1
88,2021,Rajasthan Royals,Riyan Parag,3.7,45,3,12.16,0
88,2021,Rajasthan Royals,Prasidh Krishna,1.5,6,2,4.0,1
89,2021,Punjab Kings,Kagiso Rabada,2.9,25,1,8.62,0
89,2021,Punjab Kings,Sam Curran,2.3,28,3,12.17,0
89,2021,Punjab Kings,Rishi Dhawan,2.7,12,2,4.44,0
89,2021,Punjab Kings,Nathan Ellis,1.4,7,0,5.0,1
89,2021,Punjab Kings,Prabhsimran Singh,1.1,8,2,7.27,1
89,2021,Mumbai Indians,Jasprit Bumrah,3.1,16,1,5.16,1
89,2021,Mumbai Indians,Tilak Varma,1.2,13,1,10.83,1
89,2021,Mumbai Indians,Tim David,2.2,9,0,4.09,1
89,2021,Mumbai Indians,Piyush Chawla,3.8,28,0,7.37,0
89,2021,Mumbai Indians,Arjun Tendulkar,2.0,16,1,8.0,1
90,2021,Kolkata Knight Riders,Rinku Singh,3.0,16,2,5.33,0
90,2021,Kolkata Knight Riders,Nitish Rana,2.5,19,1,7.6,1
90,2021,Kolkata Knight Riders,Varun Chakravarthy,3.1,35,2,11.29,0
90,2021,Kolkata Knight Riders,Tim Southee,2.6,16,2,6.15,0
90,2021,Kolkata Knight Riders,Umesh Yadav,1.2,10,3,8.33,1
90,2021,Punjab Kings,Kagiso Rabada,1.2,6,1,5.0,1
90,2021,Punjab Kings,Sam Curran,3.2,25,0,7.81,1
90,2021,Punjab Kings,Rishi Dhawan,3.2,21,0,6.56,0
90,2021,Punjab Kings,Nathan Ellis,3.1,41,0,13.23,0
90,2021,Punjab Kings,Prabhsimran Singh,2.5,9,2,3.6,1
91,2021,Mumbai Indians,Jasprit Bumrah,2.7,10,3,3.7,0
91,2021,Mumbai Indians,Tilak Varma,1.8,8,2,4.44,1
91,2021,Mumbai Indians,Tim David,1.4,14,1,10.0,0
91,2021,Mumbai Indians,Piyush Chawla,3.6,15,1,4.17,0
91,2021,Mumbai Indians,Arjun Tendulkar,3.0,23,3,7.67,1
91,2021,Royal Challengers Bangalore,Mohammed Siraj,1.1,15,1,13.64,0
91,2021,Royal Challengers Bangalore,Wanindu Hasaranga,3.9,28,2,7.18,0
91,2021,Royal Challengers Bangalore,Shahbaz Ahmed,3.0,34,0,11.33,0
91,2021,Royal Challengers Bangalore,Anuj Rawat,2.0,10,3,5.0,0
91,2021,Royal Challengers Bangalore,Josh Hazlewood,2.5,15,1,6.0,1
92,2021,Royal Challengers Bangalore,Mohammed Siraj,2.2,24,1,10.91,1
92,2021,Royal Challengers Bangalore,Wanindu Hasaranga,2.9,14,1,4.83,1
92,2021,Royal Challengers Bangalore,Shahbaz Ahmed,1.0,5,3,5.0,1
92,2021,Royal Challengers Bangalore,Anuj Rawat,3.3,42,0,12.73,0
92,2021,Royal Challengers Bangalore,Josh Hazlewood,3.6,39,0,10.83,0
92,2021,Kolkata Knight Riders,Rinku Singh,4.0,24,3,6.0,1
92,2021,Kolkata Knight Riders,Nitish Rana,2.1,20,1,9.52,1
92,2021,Kolkata Knight Riders,Varun Chakravarthy,1.4,9,0,6.43,0
92,2021,Kolkata Knight Riders,Tim Southee,1.2,9,3,7.5,1
92,2021,Kolkata Knight Riders,Umesh Yadav,2.9,21,2,7.24,1
93,2021,Punjab Kings,Kagiso Rabada,3.2,19,2,5.94,0
93,2021,Punjab Kings,Sam Curran,3.2,26,0,8.12,1
93,2021,Punjab Kings,Rishi Dhawan,1.5,9,2,6.0,1
93,2021,Punjab Kings,Nathan Ellis,2.9,24,0,8.28,1
93,2021,Punjab Kings,Prabhsimran Singh,3.7,14,3,3.78,0
93,2021,Royal Challengers Bangalore,Mohammed Siraj,3.8,45,2,11.84,0
93,2021,Royal Challengers Bangalore,Wanindu Hasaranga,3.5,14,0,4.0,0
93,2021,Royal Challengers Bangalore,Shahbaz Ahmed,1.4,10,1,7.14,0
93,2021,Royal Challengers Bangalore,Anuj Rawat,1.8,6,3,3.33,0
93,2021,Royal Challengers Bangalore,Josh Hazlewood,3.2,30,1,9.38,0
94,2021,Chennai Super Kings,Deepak Chahar,3.8,33,1,8.68,0
94,2021,Chennai Super Kings,Moeen Ali,3.9,13,3,3.33,0
94,2021,Chennai Super Kings,Mitchell Santner,3.3,33,2,10.0,0
94,2021,Chennai Super Kings,Shivam Dube,3.0,45,1,15.0,1
94,2021,Chennai Super Kings,Tushar Deshpande,2.6,13,3,5.0,0
94,2021,Kolkata Knight Riders,Rinku Singh,1.9,6,2,3.16,1
94,2021,Kolkata Knight Riders,Nitish Rana,2.2,25,1,11.36,0
94,2021,Kolkata Knight Riders,Varun Chakravarthy,1.1,4,0,3.64,1
94,2021,Kolkata Knight Riders,Tim Southee,3.4,14,1,4.12,1
94,2021,Kolkata Knight Riders,Umesh Yadav,1.9,7,1,3.68,0
95,2021,Rajasthan Royals,Yuzvendra Chahal,3.5,14,2,4.0,1
95,2021,Rajasthan Royals,Shimron Hetmyer,3.6,29,1,8.06,1
95,2021,Rajasthan Royals,Ravichandran Ashwin,2.6,18,1,6.92,1
95,2021,Rajasthan Royals,Riyan Parag,2.4,23,0,9.58,0
95,2021,Rajasthan Royals,Prasidh Krishna,2.3,10,3,4.35,0
95,2021,Sunrisers Hyderabad,T Natarajan,3.3,22,0,6.67,0
95,2021,Sunrisers Hyderabad,Washington Sundar,1.6,5,0,3.12,1
95,2021,Sunrisers Hyderabad,Marco Jansen,2.5,28,3,11.2,0
95,2021,Sunrisers Hyderabad,Mayank Agarwal,3.2,38,3,11.88,0
95,2021,Sunrisers Hyderabad,Umran Malik,1.9,10,2,5.26,1
96,2021,Mumbai Indians,Jasprit Bumrah,3.8,21,1,5.53,0
96,2021,Mumbai Indians,Tilak Varma,2.4,8,2,3.33,0
96,2021,Mumbai Indians,Tim David,3.7,15,1,4.05,1
96,2021,Mumbai Indians,Piyush Chawla,2.3,23,2,10.0,1
96,2021,Mumbai Indians,Arjun Tendulkar,2.5,11,1,4.4,1
96,2021,Punjab Kings,Kagiso Rabada,2.1,20,3,9.52,1
96,2021,Punjab Kings,Sam Curran,1.9,12,2,6.32,0
96,2021,Punjab Kings,Rishi Dhawan,3.6,25,1,6.94,1
96,2021,Punjab Kings,Nathan Ellis,3.1,39,3,12.58,1
96,2021,Punjab Kings,Prabhsimran Singh,3.1,28,0,9.03,1
97,2021,Royal Challengers Bangalore,Mohammed Siraj,2.2,28,0,12.73,1
97,2021,Royal Challengers Bangalore,Wanindu Hasaranga,1.8,9,0,5.0,1
97,2021,Royal Challengers Bangalore,Shahbaz Ahmed,2.4,30,0,12.5,1
97,2021,Royal Challengers Bangalore,Anuj Rawat,1.3,5,1,3.85,0
97,2021,Royal Challengers Bangalore,Josh Hazlewood,1.6,13,0,8.12,0
97,2021,Sunrisers Hyderabad,T Natarajan,3.4,25,2,7.35,1
97,2021,Sunrisers Hyderabad,Washington Sundar,1.2,15,1,12.5,1
97,2021,Sunrisers Hyderabad,Marco Jansen,3.5,24,1,6.86,1
97,2021,Sunrisers Hyderabad,Mayank Agarwal,1.2,15,2,12.5,0
97,2021,Sunrisers Hyderabad,Umran Malik,1.8,13,2,7.22,1
98,2021,Delhi Capitals,Kuldeep Yadav,3.3,37,0,11.21,0
98,2021,Delhi Capitals,Mitchell Marsh,2.5,17,1,6.8,0
98,2021,Delhi Capitals,Phil Salt,1.4,9,0,6.43,0
98,2021,Delhi Capitals,Lalit Yadav,1.9,6,2,3.16,1
98,2021,Delhi Capitals,Mustafizur Rahman,2.2,22,0,10.0,0
98,2021,Kolkata Knight Riders,Rinku Singh,1.6,6,2,3.75,1
98,2021,Kolkata Knight Riders,Nitish Rana,1.2,7,1,5.83,1
98,2021,Kolkata Knight Riders,Varun Chakravarthy,1.3,7,1,5.38,1
98,2021,Kolkata Knight Riders,Tim Southee,1.0,6,2,6.0,0
98,2021,Kolkata Knight Riders,Umesh Yadav,2.4,29,3,12.08,0
99,2021,Rajasthan Royals,Yuzvendra Chahal,3.9,19,1,4.87,1
99,2021,Rajasthan Royals,Shimron Hetmyer,2.6,20,0,7.69,0
99,2021,Rajasthan Royals,Ravichandran Ashwin,1.0,15,2,15.0,0
99,2021,Rajasthan Royals,Riyan Parag,2.5,27,3,10.8,1
99,2021,Rajasthan Royals,Prasidh Krishna,1.1,8,0,7.27,0
99,2021,Delhi Capitals,Kuldeep Yadav,3.6,41,2,11.39,0
99,2021,Delhi Capitals,Mitchell Marsh,3.7,35,2,9.46,1
99,2021,Delhi Capitals,Phil Salt,2.0,17,0,8.5,1
99,2021,Delhi Capitals,Lalit Yadav,1.5,9,3,6.0,0
99,2021,Delhi Capitals,Mustafizur Rahman,2.3,17,0,7.39,0
100,2021,Royal Challengers Bangalore,Mohammed Siraj,2.3,27,2,11.74,1
100,2021,Royal Challengers Bangalore,Wanindu Hasaranga,2.4,25,0,10.42,1
100,2021,Royal Challengers Bangalore,Shahbaz Ahmed,2.0,19,3,9.5,0
100,2021,Royal Challengers Bangalore,Anuj Rawat,2.4,23,1,9.58,0
100,2021,Royal Challengers Bangalore,Josh Hazlewood,3.0,28,3,9.33,0
100,2021,Rajasthan Royals,Yuzvendra Chahal,3.0,17,3,5.67,1
100,2021,Rajasthan Royals,Shimron Hetmyer,1.2,15,2,12.5,1
100,2021,Rajasthan Royals,Ravichandran Ashwin,1.9,9,3,4.74,1
100,2021,Rajasthan Royals,Riyan Parag,1.1,13,1,11.82,1
100,2021,Rajasthan Royals,Prasidh Krishna,2.7,21,0,7.78,1
101,2021,Rajasthan Royals,Yuzvendra Chahal,1.2,4,1,3.33,1
101,2021,Rajasthan Royals,Shimron Hetmyer,2.4,29,3,12.08,0
101,2021,Rajasthan Royals,Ravichandran Ashwin,3.4,41,0,12.06,1
101,2021,Rajasthan Royals,Riyan Parag,3.6,22,1,6.11,1
101,2021,Rajasthan Royals,Prasidh Krishna,3.2,16,0,5.0,0
101,2021,Kolkata Knight Riders,Rinku Singh,3.0,38,3,12.67,1
101,2021,Kolkata Knight Riders,Nitish Rana,1.2,10,2,8.33,0
101,2021,Kolkata Knight Riders,Varun Chakravarthy,3.1,13,3,4.19,1
101,2021,Kolkata Knight Riders,Tim Southee,3.5,15,2,4.29,1
101,2021,Kolkata Knight Riders,Umesh Yadav,3.5,14,2,4.0,1
102,2021,Mumbai Indians,Jasprit Bumrah,2.5,20,0,8.0,0
102,2021,Mumbai Indians,Tilak Varma,2.0,17,1,8.5,0
102,2021,Mumbai Indians,Tim David,1.5,13,0,8.67,0
102,2021,Mumbai Indians,Piyush Chawla,2.1,22,0,10.48,0
102,2021,Mumbai Indians,Arjun Tendulkar,3.2,35,0,10.94,1
102,2021,Chennai Super Kings,Deepak Chahar,2.9,18,0,6.21,1
102,2021,Chennai Super Kings,Moeen Ali,2.7,25,0,9.26,0
102,2021,Chennai Super Kings,Mitchell Santner,2.3,24,1,10.43,0
102,2021,Chennai Super Kings,Shivam Dube,1.8,15,1,8.33,0
102,2021,Chennai Super Kings,Tushar Deshpande,1.7,15,3,8.82,0
103,2021,Mumbai Indians,Jasprit Bumrah,2.4,29,2,12.08,0
103,2021,Mumbai Indians,Tilak Varma,2.7,12,2,4.44,0
103,2021,Mumbai Indians,Tim David,1.6,10,1,6.25,0
103,2021,Mumbai Indians,Piyush Chawla,2.8,13,2,4.64,1
103,2021,Mumbai Indians,Arjun Tendulkar,3.0,38,2,12.67,0
103,2021,Rajasthan Royals,Yuzvendra Chahal,3.8,42,2,11.05,1
103,2021,Rajasthan Royals,Shimron Hetmyer,1.4,9,2,6.43,1
103,2021,Rajasthan Royals,Ravichandran Ashwin,2.3,21,3,9.13,1
103,2021,Rajasthan Royals,Riyan Parag,1.0,10,0,10.0,1
103,2021,Rajasthan Royals,Prasidh Krishna,2.1,12,3,5.71,1
104,2021,Royal Challengers Bangalore,Mohammed Siraj,2.3,23,0,10.0,0
104,2021,Royal Challengers Bangalore,Wanindu Hasaranga,3.7,44,2,11.89,0
104,2021,Royal Challengers Bangalore,Shahbaz Ahmed,2.7,9,2,3.33,1
104,2021,Royal Challengers Bangalore,Anuj Rawat,1.8,9,0,5.0,0
104,2021,Royal Challengers Bangalore,Josh Hazlewood,2.7,25,0,9.26,0
104,2021,Punjab Kings,Kagiso Rabada,3.4,17,3,5.0,0
104,2021,Punjab Kings,Sam Curran,3.3,39,2,11.82,1
104,2021,Punjab Kings,Rishi Dhawan,2.4,12,2,5.0,0
104,2021,Punjab Kings,Nathan Ellis,1.5,13,2,8.67,1
104,2021,Punjab Kings,Prabhsimran Singh,2.6,30,3,11.54,0
105,2021,Punjab Kings,Kagiso Rabada,1.0,10,3,10.0,0
105,2021,Punjab Kings,Sam Curran,2.1,17,0,8.1,1
105,2021,Punjab Kings,Rishi Dhawan,3.8,31,1,8.16,0
105,2021,Punjab Kings,Nathan Ellis,3.0,36,3,12.0,0
105,2021,Punjab Kings,Prabhsimran Singh,3.9,29,2,7.44,0
105,2021,Delhi Capitals,Kuldeep Yadav,1.4,7,1,5.0,0
105,2021,Delhi Capitals,Mitchell Marsh,1.4,6,1,4.29,1
105,2021,Delhi Capitals,Phil Salt,3.3,15,1,4.55,1
105,2021,Delhi Capitals,Lalit Yadav,2.1,21,1,10.0,1
105,2021,Delhi Capitals,Mustafizur Rahman,1.5,12,1,8.0,0
106,2021,Punjab Kings,Kagiso Rabada,1.0,14,0,14.0,0
106,2021,Punjab Kings,Sam Curran,1.5,9,0,6.0,1
106,2021,Punjab Kings,Rishi Dhawan,2.5,19,1,7.6,1
106,2021,Punjab Kings,Nathan Ellis,2.4,14,3,5.83,1
106,2021,Punjab Kings,Prabhsimran Singh,2.6,11,2,4.23,1
106,2021,Kolkata Knight Riders,Rinku Singh,2.0,13,2,6.5,1
106,2021,Kolkata Knight Riders,Nitish Rana,3.4,43,3,12.65,0
106,2021,Kolkata Knight Riders,Varun Chakravarthy,3.0,33,2,11.0,0
106,2021,Kolkata Knight Riders,Tim Southee,3.3,39,0,11.82,0
106,2021,Kolkata Knight Riders,Umesh Yadav,1.3,11,0,8.46,0
107,2021,Royal Challengers Bangalore,Mohammed Siraj,2.6,24,0,9.23,1
107,2021,Royal Challengers Bangalore,Wanindu Hasaranga,1.7,11,2,6.47,0
107,2021,Royal Challengers Bangalore,Shahbaz Ahmed,2.6,27,3,10.38,0
107,2021,Royal Challengers Bangalore,Anuj Rawat,1.2,15,2,12.5,1
107,2021,Royal Challengers Bangalore,Josh Hazlewood,3.8,14,3,3.68,1
107,2021,Delhi Capitals,Kuldeep Yadav,1.3,11,3,8.46,0
107,2021,Delhi Capitals,Mitchell Marsh,3.6,43,2,11.94,0
107,2021,Delhi Capitals,Phil Salt,2.6,10,2,3.85,0
107,2021,Delhi Capitals,Lalit Yadav,3.6,43,3,11.94,1
107,2021,Delhi Capitals,Mustafizur Rahman,1.2,5,2,4.17,1
108,2021,Rajasthan Royals,Yuzvendra Chahal,2.9,28,1,9.66,1
108,2021,Rajasthan Royals,Shimron Hetmyer,1.6,15,3,9.38,1
108,2021,Rajasthan Royals,Ravichandran Ashwin,2.0,22,2,11.0,0
108,2021,Rajasthan Royals,Riyan Parag,3.9,32,0,8.21,0
108,2021,Rajasthan Royals,Prasidh Krishna,1.6,8,2,5.0,0
108,2021,Royal Challengers Bangalore,Mohammed Siraj,2.2,30,0,13.64,0
108,2021,Royal Challengers Bangalore,Wanindu Hasaranga,1.3,15,3,11.54,1
108,2021,Royal Challengers Bangalore,Shahbaz Ahmed,1.4,9,2,6.43,1
108,2021,Royal Challengers Bangalore,Anuj Rawat,1.4,10,0,7.14,1
108,2021,Royal Challengers Bangalore,Josh Hazlewood,2.8,10,2,3.57,0
109,2021,Kolkata Knight Riders,Rinku Singh,1.6,11,2,6.88,1
109,2021,Kolkata Knight Riders,Nitish Rana,2.0,26,3,13.0,0
109,2021,Kolkata Knight Riders,Varun Chakravarthy,3.3,32,0,9.7,0
109,2021,Kolkata Knight Riders,Tim Southee,3.1,34,0,10.97,0
109,2021,Kolkata Knight Riders,Umesh Yadav,2.8,24,3,8.57,0
109,2021,Sunrisers Hyderabad,T Natarajan,3.2,27,1,8.44,0
109,2021,Sunrisers Hyderabad,Washington Sundar,1.1,11,0,10.0,1
109,2021,Sunrisers Hyderabad,Marco Jansen,1.3,10,3,7.69,1
109,2021,Sunrisers Hyderabad,Mayank Agarwal,2.1,23,1,10.95,1
109,2021,Sunrisers Hyderabad,Umran Malik,1.5,8,2,5.33,0
110,2021,Kolkata Knight Riders,Rinku Singh,3.7,42,0,11.35,0
110,2021,Kolkata Knight Riders,Nitish Rana,3.0,32,3,10.67,0
110,2021,Kolkata Knight Riders,Varun Chakravarthy,1.8,6,3,3.33,0
110,2021,Kolkata Knight Riders,Tim Southee,1.9,14,3,7.37,1
110,2021,Kolkata Knight Riders,Umesh Yadav,2.3,10,3,4.35,0
110,2021,Chennai Super Kings,Deepak Chahar,2.5,18,3,7.2,1
110,2021,Chennai Super Kings,Moeen Ali,1.9,8,0,4.21,0
110,2021,Chennai Super Kings,Mitchell Santner,1.6,5,2,3.12,0
110,2021,Chennai Super Kings,Shivam Dube,2.9,9,0,3.1,0
110,2021,Chennai Super Kings,Tushar Deshpande,3.9,36,1,9.23,1
111,2021,Chennai Super Kings,Deepak Chahar,1.3,7,0,5.38,1
111,2021,Chennai Super Kings,Moeen Ali,1.6,15,0,9.38,0
111,2021,Chennai Super Kings,Mitchell Santner,2.3,19,3,8.26,0
111,2021,Chennai Super Kings,Shivam Dube,2.3,9,1,3.91,0
111,2021,Chennai Super Kings,Tushar Deshpande,3.2,14,0,4.38,0
111,2021,Punjab Kings,Kagiso Rabada,2.0,16,1,8.0,1
111,2021,Punjab Kings,Sam Curran,2.4,28,0,11.67,1
111,2021,Punjab Kings,Rishi Dhawan,2.1,17,0,8.1,0
111,2021,Punjab Kings,Nathan Ellis,1.6,7,2,4.38,1
111,2021,Punjab Kings,Prabhsimran Singh,1.1,11,0,10.0,0
112,2021,Kolkata Knight Riders,Rinku Singh,3.1,24,2,7.74,1
112,2021,Kolkata Knight Riders,Nitish Rana,2.6,21,2,8.08,1
112,2021,Kolkata Knight Riders,Varun Chakravarthy,1.6,6,3,3.75,0
112,2021,Kolkata Knight Riders,Tim Southee,2.6,22,2,8.46,1
112,2021,Kolkata Knight Riders,Umesh Yadav,1.2,7,2,5.83,0
112,2021,Royal Challengers Bangalore,Mohammed Siraj,3.0,45,3,15.0,0
112,2021,Royal Challengers Bangalore,Wanindu Hasaranga,3.8,13,1,3.42,1
112,2021,Royal Challengers Bangalore,Shahbaz Ahmed,2.7,13,2,4.81,0
112,2021,Royal Challengers Bangalore,Anuj Rawat,2.9,26,1,8.97,0
112,2021,Royal Challengers Bangalore,Josh Hazlewood,2.2,22,1,10.0,0
113,2022,Mumbai Indians,Jasprit Bumrah,1.6,15,0,9.38,0
113,2022,Mumbai Indians,Tilak Varma,1.3,5,0,3.85,1
113,2022,Mumbai Indians,Tim David,3.4,26,1,7.65,0
113,2022,Mumbai Indians,Piyush Chawla,3.2,36,2,11.25,0
113,2022,Mumbai Indians,Arjun Tendulkar,2.4,14,3,5.83,0
113,2022,Royal Challengers Bangalore,Mohammed Siraj,2.4,29,0,12.08,1
113,2022,Royal Challengers Bangalore,Wanindu Hasaranga,1.6,4,0,2.5,0
113,2022,Royal Challengers Bangalore,Shahbaz Ahmed,3.9,28,1,7.18,0
113,2022,Royal Challengers Bangalore,Anuj Rawat,3.1,16,1,5.16,0
113,2022,Royal Challengers Bangalore,Josh Hazlewood,3.5,26,1,7.43,1
114,2022,Mumbai Indians,Jasprit Bumrah,1.6,11,3,6.88,0
114,2022,Mumbai Indians,Tilak Varma,1.9,12,2,6.32,0
114,2022,Mumbai Indians,Tim David,1.6,13,3,8.12,1
114,2022,Mumbai Indians,Piyush Chawla,2.3,13,3,5.65,0
114,2022,Mumbai Indians,Arjun Tendulkar,2.1,11,0,5.24,1
114,2022,Punjab Kings,Kagiso Rabada,3.1,30,1,9.68,0
114,2022,Punjab Kings,Sam Curran,2.6,23,1,8.85,1
114,2022,Punjab Kings,Rishi Dhawan,2.5,17,1,6.8,1
114,2022,Punjab Kings,Nathan Ellis,2.9,29,3,10.0,0
114,2022,Punjab Kings,Prabhsimran Singh,2.8,24,2,8.57,1
115,2022,Lucknow Super Giants,Krunal Pandya,1.6,8,0,5.0,0
115,2022,Lucknow Super Giants,Ayush Badoni,3.0,38,0,12.67,1
115,2022,Lucknow Super Giants,Nicholas Pooran,2.4,12,3,5.0,1
115,2022,Lucknow Super Giants,Ravi Bishnoi,2.7,27,3,10.0,1
115,2022,Lucknow Super Giants,Mohsin Khan,1.3,8,3,6.15,1
115,2022,Gujarat Titans,Rashid Khan,1.6,13,3,8.12,1
115,2022,Gujarat Titans,Wriddhiman Saha,1.5,6,2,4.0,0
115,2022,Gujarat Titans,Lockie Ferguson,1.4,9,3,6.43,1
115,2022,Gujarat Titans,Vijay Shankar,1.4,15,3,10.71,0
115,2022,Gujarat Titans,Noor Ahmad,2.9,28,2,9.66,1
116,2022,Gujarat Titans,Rashid Khan,1.5,4,2,2.67,1
116,2022,Gujarat Titans,Wriddhiman Saha,2.7,24,3,8.89,0
116,2022,Gujarat Titans,Lockie Ferguson,3.5,28,2,8.0,0
116,2022,Gujarat Titans,Vijay Shankar,2.0,16,3,8.0,0
116,2022,Gujarat Titans,Noor Ahmad,3.0,40,0,13.33,1
116,2022,Mumbai Indians,Jasprit Bumrah,2.8,28,3,10.0,0
116,2022,Mumbai Indians,Tilak Varma,1.6,4,3,2.5,0
116,2022,Mumbai Indians,Tim David,3.2,25,1,7.81,1
116,2022,Mumbai Indians,Piyush Chawla,3.5,25,2,7.14,1
116,2022,Mumbai Indians,Arjun Tendulkar,2.4,28,1,11.67,1
117,2022,Lucknow Super Giants,Krunal Pandya,1.6,8,0,5.0,1
117,2022,Lucknow Super Giants,Ayush Badoni,3.9,24,1,6.15,1
117,2022,Lucknow Super Giants,Nicholas Pooran,3.4,14,3,4.12,1
117,2022,Lucknow Super Giants,Ravi Bishnoi,3.4,15,2,4.41,1
117,2022,Lucknow Super Giants,Mohsin Khan,1.3,9,3,6.92,1
117,2022,Royal Challengers Bangalore,Mohammed Siraj,2.6,19,2,7.31,0
117,2022,Royal Challengers Bangalore,Wanindu Hasaranga,2.0,28,2,14.0,1
117,2022,Royal Challengers Bangalore,Shahbaz Ahmed,1.5,10,2,6.67,1
117,2022,Royal Challengers Bangalore,Anuj Rawat,4.0,34,1,8.5,1
117,2022,Royal Challengers Bangalore,Josh Hazlewood,3.0,38,2,12.67,1
118,2022,Kolkata Knight Riders,Rinku Singh,2.1,17,3,8.1,1
118,2022,Kolkata Knight Riders,Nitish Rana,2.9,26,0,8.97,1
118,2022,Kolkata Knight Riders,Varun Chakravarthy,3.9,43,2,11.03,1
118,2022,Kolkata Knight Riders,Tim Southee,1.1,15,3,13.64,1
118,2022,Kolkata Knight Riders,Umesh Yadav,3.3,18,3,5.45,1
118,2022,Gujarat Titans,Rashid Khan,3.8,43,0,11.32,1
118,2022,Gujarat Titans,Wriddhiman Saha,1.1,11,0,10.0,1
118,2022,Gujarat Titans,Lockie Ferguson,1.8,5,0,2.78,0
