match_id,season,team,player,runs,balls,fours,sixes,strike_rate,dismissal
64,2021,Punjab Kings,Kagiso Rabada,14,31,1,0,45.16,run out
64,2021,Punjab Kings,Sam Curran,0,4,0,0,0.0,lbw
64,2021,Punjab Kings,Rishi Dhawan,4,21,0,0,19.05,not out
64,2021,Delhi Capitals,David Warner,16,25,1,1,64.0,caught
64,2021,Delhi Capitals,Prithvi Shaw,64,70,6,1,91.43,lbw
64,2021,Delhi Capitals,Rishabh Pant,34,39,1,2,87.18,run out
64,2021,Delhi Capitals,Axar Patel,8,22,0,0,36.36,run out
64,2021,Delhi Capitals,Anrich Nortje,4,13,0,0,30.77,caught
64,2021,Delhi Capitals,Kuldeep Yadav,1,9,0,0,11.11,lbw
64,2021,Delhi Capitals,Mitchell Marsh,0,5,0,0,0.0,bowled
64,2021,Delhi Capitals,Phil Salt,0,5,0,0,0.0,caught
65,2021,Chennai Super Kings,MS Dhoni,24,38,0,0,63.16,caught
65,2021,Chennai Super Kings,Ruturaj Gaikwad,35,46,1,0,76.09,not out
65,2021,Chennai Super Kings,Devon Conway,80,89,3,1,89.89,run out
65,2021,Chennai Super Kings,Ambati Rayudu,23,24,1,1,95.83,not out
65,2021,Chennai Super Kings,Ravindra Jadeja,6,6,0,0,100.0,caught
65,2021,Chennai Super Kings,Deepak Chahar,4,22,0,0,18.18,not out
65,2021,Chennai Super Kings,Moeen Ali,3,21,0,0,14.29,not out
65,2021,Chennai Super Kings,Mitchell Santner,4,8,0,0,50.0,lbw
65,2021,Delhi Capitals,David Warner,72,79,4,1,91.14,caught
65,2021,Delhi Capitals,Prithvi Shaw,68,87,2,4,78.16,run out
65,2021,Delhi Capitals,Rishabh Pant,0,4,0,0,0.0,run out
65,2021,Delhi Capitals,Axar Patel,52,60,0,3,86.67,run out
65,2021,Delhi Capitals,Anrich Nortje,11,27,0,0,40.74,caught
65,2021,Delhi Capitals,Kuldeep Yadav,2,15,0,0,13.33,caught
65,2021,Delhi Capitals,Mitchell Marsh,3,9,0,0,33.33,not out
65,2021,Delhi Capitals,Phil Salt,1,1,0,0,100.0,caught
66,2021,Rajasthan Royals,Sanju Samson,76,95,0,3,80.0,run out
66,2021,Rajasthan Royals,Jos Buttler,59,72,4,0,81.94,lbw
66,2021,Rajasthan Royals,Yashasvi Jaiswal,1,15,0,0,6.67,caught
66,2021,Rajasthan Royals,Devdutt Padikkal,6,6,0,0,100.0,not out
66,2021,Rajasthan Royals,Trent Boult,4,24,0,0,16.67,run out
66,2021,Rajasthan Royals,Yuzvendra Chahal,15,34,1,0,44.12,bowled
66,2021,Rajasthan Royals,Shimron Hetmyer,1,2,0,0,50.0,lbw
66,2021,Rajasthan Royals,Ravichandran Ashwin,5,23,0,0,21.74,lbw
66,2021,Kolkata Knight Riders,Shreyas Iyer,74,91,2,1,81.32,run out
66,2021,Kolkata Knight Riders,Venkatesh Iyer,39,58,2,1,67.24,lbw
66,2021,Kolkata Knight Riders,Andre Russell,0,5,0,0,0.0,bowled
66,2021,Kolkata Knight Riders,Sunil Narine,32,49,0,1,65.31,lbw
66,2021,Kolkata Knight Riders,Pat Cummins,6,12,0,0,50.0,lbw
66,2021,Kolkata Knight Riders,Rinku Singh,6,21,0,0,28.57,not out
66,2021,Kolkata Knight Riders,Nitish Rana,9,19,0,0,47.37,lbw
66,2021,Kolkata Knight Riders,Varun Chakravarthy,5,10,0,0,50.0,caught
67,2021,Royal Challengers Bangalore,Virat Kohli,47,58,1,3,81.03,caught
67,2021,Royal Challengers Bangalore,Faf du Plessis,15,19,0,0,78.95,bowled
67,2021,Royal Challengers Bangalore,Glenn Maxwell,68,80,5,2,85.0,lbw
67,2021,Royal Challengers Bangalore,Dinesh Karthik,76,89,3,0,85.39,not out
67,2021,Royal Challengers Bangalore,Harshal Patel,3,20,0,0,15.0,lbw
67,2021,Royal Challengers Bangalore,Mohammed Siraj,1,2,0,0,50.0,not out
67,2021,Royal Challengers Bangalore,Wanindu Hasaranga,3,9,0,0,33.33,not out
67,2021,Royal Challengers Bangalore,Shahbaz Ahmed,0,1,0,0,0.0,not out
67,2021,Chennai Super Kings,MS Dhoni,47,62,4,3,75.81,bowled
67,2021,Chennai Super Kings,Ruturaj Gaikwad,41,52,4,2,78.85,run out
67,2021,Chennai Super Kings,Devon Conway,63,78,2,4,80.77,run out
67,2021,Chennai Super Kings,Ambati Rayudu,10,28,0,0,35.71,bowled
67,2021,Chennai Super Kings,Ravindra Jadeja,0,4,0,0,0.0,bowled
67,2021,Chennai Super Kings,Deepak Chahar,1,14,0,0,7.14,lbw
67,2021,Chennai Super Kings,Moeen Ali,1,18,0,0,5.56,caught
67,2021,Chennai Super Kings,Mitchell Santner,0,3,0,0,0.0,bowled
68,2021,Royal Challengers Bangalore,Virat Kohli,1,16,0,0,6.25,bowled
68,2021,Royal Challengers Bangalore,Faf du Plessis,29,35,1,0,82.86,not out
68,2021,Royal Challengers Bangalore,Glenn Maxwell,75,92,7,5,81.52,run out
68,2021,Royal Challengers Bangalore,Dinesh Karthik,43,45,2,0,95.56,run out
68,2021,Royal Challengers Bangalore,Harshal Patel,13,19,1,0,68.42,not out
68,2021,Royal Challengers Bangalore,Mohammed Siraj,0,3,0,0,0.0,lbw
68,2021,Royal Challengers Bangalore,Wanindu Hasaranga,0,4,0,0,0.0,bowled
68,2021,Royal Challengers Bangalore,Shahbaz Ahmed,7,20,0,0,35.0,not out
68,2021,Sunrisers Hyderabad,Kane Williamson,38,48,0,2,79.17,caught
68,2021,Sunrisers Hyderabad,Abhishek Sharma,17,21,1,1,80.95,run out
68,2021,Sunrisers Hyderabad,Heinrich Klaasen,26,38,0,1,68.42,bowled
68,2021,Sunrisers Hyderabad,Aiden Markram,60,63,2,4,95.24,run out
68,2021,Sunrisers Hyderabad,Bhuvneshwar Kumar,20,29,0,0,68.97,caught
68,2021,Sunrisers Hyderabad,T Natarajan,1,2,0,0,50.0,bowled
68,2021,Sunrisers Hyderabad,Washington Sundar,0,1,0,0,0.0,bowled
68,2021,Sunrisers Hyderabad,Marco Jansen,2,9,0,0,22.22,run out
69,2021,Rajasthan Royals,Sanju Samson,79,92,7,3,85.87,bowled
69,2021,Rajasthan Royals,Jos Buttler,72,75,6,0,96.0,bowled
69,2021,Rajasthan Royals,Yashasvi Jaiswal,5,13,0,0,38.46,bowled
69,2021,Rajasthan Royals,Devdutt Padikkal,15,28,0,1,53.57,caught
69,2021,Rajasthan Royals,Trent Boult,0,5,0,0,0.0,run out
69,2021,Rajasthan Royals,Yuzvendra Chahal,1,9,0,0,11.11,run out
69,2021,Rajasthan Royals,Shimron Hetmyer,0,1,0,0,0.0,lbw
69,2021,Rajasthan Royals,Ravichandran Ashwin,2,14,0,0,14.29,caught
69,2021,Delhi Capitals,David Warner,1,9,0,0,11.11,lbw
69,2021,Delhi Capitals,Prithvi Shaw,59,74,3,0,79.73,caught
69,2021,Delhi Capitals,Rishabh Pant,70,77,7,1,90.91,run out
69,2021,Delhi Capitals,Axar Patel,17,22,0,0,77.27,not out
69,2021,Delhi Capitals,Anrich Nortje,3,8,0,0,37.5,not out
69,2021,Delhi Capitals,Kuldeep Yadav,12,17,0,0,70.59,lbw
69,2021,Delhi Capitals,Mitchell Marsh,2,16,0,0,12.5,bowled
69,2021,Delhi Capitals,Phil Salt,6,7,0,0,85.71,caught
70,2021,Delhi Capitals,David Warner,27,41,0,0,65.85,lbw
70,2021,Delhi Capitals,Prithvi Shaw,79,90,0,0,87.78,bowled
70,2021,Delhi Capitals,Rishabh Pant,52,61,4,3,85.25,caught
70,2021,Delhi Capitals,Axar Patel,11,28,0,0,39.29,caught
70,2021,Delhi Capitals,Anrich Nortje,2,12,0,0,16.67,lbw
70,2021,Delhi Capitals,Kuldeep Yadav,0,3,0,0,0.0,lbw
70,2021,Delhi Capitals,Mitchell Marsh,0,5,0,0,0.0,not out
70,2021,Delhi Capitals,Phil Salt,0,2,0,0,0.0,caught
70,2021,Chennai Super Kings,MS Dhoni,78,81,4,1,96.3,run out
70,2021,Chennai Super Kings,Ruturaj Gaikwad,15,34,0,0,44.12,bowled
70,2021,Chennai Super Kings,Devon Conway,11,26,1,0,42.31,bowled
70,2021,Chennai Super Kings,Ambati Rayudu,12,18,0,0,66.67,not out
70,2021,Chennai Super Kings,Ravindra Jadeja,3,13,0,0,23.08,lbw
70,2021,Chennai Super Kings,Deepak Chahar,2,3,0,0,66.67,caught
70,2021,Chennai Super Kings,Moeen Ali,0,3,0,0,0.0,bowled
70,2021,Chennai Super Kings,Mitchell Santner,0,5,0,0,0.0,bowled
71,2021,Chennai Super Kings,MS Dhoni,48,61,0,2,78.69,not out
71,2021,Chennai Super Kings,Ruturaj Gaikwad,68,72,4,1,94.44,lbw
71,2021,Chennai Super Kings,Devon Conway,48,62,2,3,77.42,lbw
71,2021,Chennai Super Kings,Ambati Rayudu,12,29,1,0,41.38,lbw
71,2021,Chennai Super Kings,Ravindra Jadeja,2,17,0,0,11.76,bowled
71,2021,Chennai Super Kings,Deepak Chahar,0,1,0,0,0.0,run out
71,2021,Chennai Super Kings,Moeen Ali,6,18,0,0,33.33,run out
71,2021,Chennai Super Kings,Mitchell Santner,2,11,0,0,18.18,caught
71,2021,Sunrisers Hyderabad,Kane Williamson,15,27,0,0,55.56,run out
71,2021,Sunrisers Hyderabad,Abhishek Sharma,32,43,3,2,74.42,lbw
71,2021,Sunrisers Hyderabad,Heinrich Klaasen,7,27,0,0,25.93,bowled
71,2021,Sunrisers Hyderabad,Aiden Markram,31,46,0,1,67.39,caught
71,2021,Sunrisers Hyderabad,Bhuvneshwar Kumar,18,26,1,0,69.23,lbw
71,2021,Sunrisers Hyderabad,T Natarajan,31,50,1,0,62.0,caught
71,2021,Sunrisers Hyderabad,Washington Sundar,49,51,3,3,96.08,not out
71,2021,Sunrisers Hyderabad,Marco Jansen,1,3,0,0,33.33,bowled
72,2021,Punjab Kings,KL Rahul,21,23,1,0,91.3,run out
72,2021,Punjab Kings,Shikhar Dhawan,15,23,0,1,65.22,caught
72,2021,Punjab Kings,Liam Livingstone,74,81,7,3,91.36,caught
72,2021,Punjab Kings,Jonny Bairstow,0,1,0,0,0.0,not out
72,2021,Punjab Kings,Arshdeep Singh,2,5,0,0,40.0,run out
72,2021,Punjab Kings,Kagiso Rabada,38,54,2,1,70.37,run out
72,2021,Punjab Kings,Sam Curran,2,21,0,0,9.52,lbw
72,2021,Punjab Kings,Rishi Dhawan,2,12,0,0,16.67,lbw
72,2021,Rajasthan Royals,Sanju Samson,51,63,4,0,80.95,lbw
72,2021,Rajasthan Royals,Jos Buttler,42,45,0,1,93.33,run out
72,2021,Rajasthan Royals,Yashasvi Jaiswal,17,17,0,1,100.0,bowled
72,2021,Rajasthan Royals,Devdutt Padikkal,23,37,2,1,62.16,not out
72,2021,Rajasthan Royals,Trent Boult,26,32,0,1,81.25,caught
72,2021,Rajasthan Royals,Yuzvendra Chahal,10,21,0,0,47.62,run out
72,2021,Rajasthan Royals,Shimron Hetmyer,1,20,0,0,5.0,not out
72,2021,Rajasthan Royals,Ravichandran Ashwin,2,4,0,0,50.0,run out
73,2021,Mumbai Indians,Rohit Sharma,29,36,1,0,80.56,lbw
73,2021,Mumbai Indians,Ishan Kishan,11,14,0,0,78.57,not out
73,2021,Mumbai Indians,Suryakumar Yadav,24,27,2,1,88.89,bowled
73,2021,Mumbai Indians,Hardik Pandya,40,52,4,2,76.92,caught
73,2021,Mumbai Indians,Kieron Pollard,39,40,1,1,97.5,run out
73,2021,Mumbai Indians,Jasprit Bumrah,40,51,1,2,78.43,not out
73,2021,Mumbai Indians,Tilak Varma,18,25,0,1,72.0,caught
73,2021,Mumbai Indians,Tim David,11,28,1,0,39.29,bowled
73,2021,Sunrisers Hyderabad,Kane Williamson,37,44,3,2,84.09,run out
73,2021,Sunrisers Hyderabad,Abhishek Sharma,18,37,1,0,48.65,caught
73,2021,Sunrisers Hyderabad,Heinrich Klaasen,76,86,4,4,88.37,caught
73,2021,Sunrisers Hyderabad,Aiden Markram,17,35,1,0,48.57,run out
73,2021,Sunrisers Hyderabad,Bhuvneshwar Kumar,9,21,0,0,42.86,bowled
73,2021,Sunrisers Hyderabad,T Natarajan,11,17,0,0,64.71,bowled
73,2021,Sunrisers Hyderabad,Washington Sundar,0,4,0,0,0.0,caught
73,2021,Sunrisers Hyderabad,Marco Jansen,0,5,0,0,0.0,run out
74,2021,Rajasthan Royals,Sanju Samson,30,42,3,1,71.43,not out
74,2021,Rajasthan Royals,Jos Buttler,22,42,2,1,52.38,caught
74,2021,Rajasthan Royals,Yashasvi Jaiswal,59,79,3,2,74.68,run out
74,2021,Rajasthan Royals,Devdutt Padikkal,47,47,0,0,100.0,caught
74,2021,Rajasthan Royals,Trent Boult,7,22,0,0,31.82,not out
74,2021,Rajasthan Royals,Yuzvendra Chahal,36,54,3,1,66.67,caught
74,2021,Rajasthan Royals,Shimron Hetmyer,4,9,0,0,44.44,run out
74,2021,Rajasthan Royals,Ravichandran Ashwin,0,3,0,0,0.0,lbw
74,2021,Punjab Kings,KL Rahul,8,25,0,0,32.0,caught
74,2021,Punjab Kings,Shikhar Dhawan,50,67,4,3,74.63,caught
74,2021,Punjab Kings,Liam Livingstone,66,84,4,0,78.57,bowled
74,2021,Punjab Kings,Jonny Bairstow,3,8,0,0,37.5,not out
74,2021,Punjab Kings,Arshdeep Singh,7,17,0,0,41.18,bowled
74,2021,Punjab Kings,Kagiso Rabada,4,10,0,0,40.0,not out
74,2021,Punjab Kings,Sam Curran,1,2,0,0,50.0,not out
74,2021,Punjab Kings,Rishi Dhawan,0,3,0,0,0.0,run out
75,2021,Mumbai Indians,Rohit Sharma,65,84,1,3,77.38,bowled
75,2021,Mumbai Indians,Ishan Kishan,40,53,3,0,75.47,not out
75,2021,Mumbai Indians,Suryakumar Yadav,15,17,1,0,88.24,not out
75,2021,Mumbai Indians,Hardik Pandya,3,20,0,0,15.0,lbw
75,2021,Mumbai Indians,Kieron Pollard,2,13,0,0,15.38,bowled
75,2021,Mumbai Indians,Jasprit Bumrah,13,20,1,0,65.0,caught
75,2021,Mumbai Indians,Tilak Varma,1,8,0,0,12.5,caught
75,2021,Mumbai Indians,Tim David,0,2,0,0,0.0,caught
75,2021,Delhi Capitals,David Warner,67,78,5,4,85.9,lbw
75,2021,Delhi Capitals,Prithvi Shaw,70,78,1,0,89.74,bowled
75,2021,Delhi Capitals,Rishabh Pant,40,52,1,1,76.92,not out
75,2021,Delhi Capitals,Axar Patel,17,36,1,1,47.22,not out
75,2021,Delhi Capitals,Anrich Nortje,2,10,0,0,20.0,bowled
75,2021,Delhi Capitals,Kuldeep Yadav,1,13,0,0,7.69,lbw
75,2021,Delhi Capitals,Mitchell Marsh,1,20,0,0,5.0,bowled
75,2021,Delhi Capitals,Phil Salt,3,17,0,0,17.65,not out
76,2021,Mumbai Indians,Rohit Sharma,47,50,2,1,94.0,not out
76,2021,Mumbai Indians,Ishan Kishan,15,24,1,1,62.5,lbw
76,2021,Mumbai Indians,Suryakumar Yadav,33,39,0,2,84.62,not out
76,2021,Mumbai Indians,Hardik Pandya,25,31,1,0,80.65,run out
76,2021,Mumbai Indians,Kieron Pollard,19,34,0,1,55.88,caught
76,2021,Mumbai Indians,Jasprit Bumrah,7,17,0,0,41.18,caught
76,2021,Mumbai Indians,Tilak Varma,0,3,0,0,0.0,lbw
76,2021,Mumbai Indians,Tim David,1,1,0,0,100.0,run out
76,2021,Royal Challengers Bangalore,Virat Kohli,25,27,2,0,92.59,run out
76,2021,Royal Challengers Bangalore,Faf du Plessis,15,30,0,0,50.0,lbw
76,2021,Royal Challengers Bangalore,Glenn Maxwell,28,43,1,1,65.12,lbw
76,2021,Royal Challengers Bangalore,Dinesh Karthik,23,36,0,1,63.89,caught
76,2021,Royal Challengers Bangalore,Harshal Patel,28,42,0,0,66.67,lbw
76,2021,Royal Challengers Bangalore,Mohammed Siraj,6,6,0,0,100.0,caught
76,2021,Royal Challengers Bangalore,Wanindu Hasaranga,0,3,0,0,0.0,run out
76,2021,Royal Challengers Bangalore,Shahbaz Ahmed,1,14,0,0,7.14,bowled
77,2021,Mumbai Indians,Rohit Sharma,19,26,0,0,73.08,run out
77,2021,Mumbai Indians,Ishan Kishan,4,12,0,0,33.33,run out
77,2021,Mumbai Indians,Suryakumar Yadav,2,21,0,0,9.52,caught
77,2021,Mumbai Indians,Hardik Pandya,48,61,4,2,78.69,bowled
77,2021,Mumbai Indians,Kieron Pollard,28,38,1,1,73.68,caught
77,2021,Mumbai Indians,Jasprit Bumrah,65,78,5,0,83.33,lbw
77,2021,Mumbai Indians,Tilak Varma,7,15,0,0,46.67,lbw
77,2021,Mumbai Indians,Tim David,47,60,1,2,78.33,caught
77,2021,Rajasthan Royals,Sanju Samson,23,24,0,0,95.83,lbw
77,2021,Rajasthan Royals,Jos Buttler,27,36,1,1,75.0,not out
77,2021,Rajasthan Royals,Yashasvi Jaiswal,12,25,0,0,48.0,run out
77,2021,Rajasthan Royals,Devdutt Padikkal,46,56,2,0,82.14,caught
77,2021,Rajasthan Royals,Trent Boult,1,18,0,0,5.56,lbw
77,2021,Rajasthan Royals,Yuzvendra Chahal,46,64,4,2,71.88,bowled
77,2021,Rajasthan Royals,Shimron Hetmyer,41,49,1,2,83.67,run out
77,2021,Rajasthan Royals,Ravichandran Ashwin,13,15,0,0,86.67,not out
78,2021,Chennai Super Kings,MS Dhoni,26,31,0,0,83.87,not out
78,2021,Chennai Super Kings,Ruturaj Gaikwad,27,45,2,0,60.0,not out
78,2021,Chennai Super Kings,Devon Conway,58,74,5,2,78.38,lbw
78,2021,Chennai Super Kings,Ambati Rayudu,28,37,2,1,75.68,not out
78,2021,Chennai Super Kings,Ravindra Jadeja,7,12,0,0,58.33,not out
78,2021,Chennai Super Kings,Deepak Chahar,15,24,0,0,62.5,lbw
78,2021,Chennai Super Kings,Moeen Ali,8,16,0,0,50.0,bowled
78,2021,Chennai Super Kings,Mitchell Santner,26,43,0,0,60.47,lbw
78,2021,Rajasthan Royals,Sanju Samson,80,99,5,2,80.81,caught
78,2021,Rajasthan Royals,Jos Buttler,70,78,2,3,89.74,not out
78,2021,Rajasthan Royals,Yashasvi Jaiswal,18,28,0,0,64.29,lbw
78,2021,Rajasthan Royals,Devdutt Padikkal,7,15,0,0,46.67,caught
78,2021,Rajasthan Royals,Trent Boult,3,15,0,0,20.0,run out
78,2021,Rajasthan Royals,Yuzvendra Chahal,3,13,0,0,23.08,not out
78,2021,Rajasthan Royals,Shimron Hetmyer,10,22,0,0,45.45,bowled
78,2021,Rajasthan Royals,Ravichandran Ashwin,0,4,0,0,0.0,run out
79,2021,Sunrisers Hyderabad,Kane Williamson,72,86,2,2,83.72,lbw
79,2021,Sunrisers Hyderabad,Abhishek Sharma,61,65,1,0,93.85,not out
79,2021,Sunrisers Hyderabad,Heinrich Klaasen,34,54,0,0,62.96,caught
79,2021,Sunrisers Hyderabad,Aiden Markram,6,23,0,0,26.09,not out
79,2021,Sunrisers Hyderabad,Bhuvneshwar Kumar,26,39,0,0,66.67,bowled
79,2021,Sunrisers Hyderabad,T Natarajan,0,2,0,0,0.0,bowled
79,2021,Sunrisers Hyderabad,Washington Sundar,0,3,0,0,0.0,caught
79,2021,Sunrisers Hyderabad,Marco Jansen,0,4,0,0,0.0,bowled
79,2021,Punjab Kings,KL Rahul,13,22,1,0,59.09,not out
79,2021,Punjab Kings,Shikhar Dhawan,42,45,2,0,93.33,caught
79,2021,Punjab Kings,Liam Livingstone,77,81,2,3,95.06,not out
79,2021,Punjab Kings,Jonny Bairstow,42,61,1,2,68.85,run out
79,2021,Punjab Kings,Arshdeep Singh,9,18,0,0,50.0,caught
79,2021,Punjab Kings,Kagiso Rabada,8,23,0,0,34.78,caught
79,2021,Punjab Kings,Sam Curran,0,2,0,0,0.0,bowled
79,2021,Punjab Kings,Rishi Dhawan,19,31,1,1,61.29,caught
80,2021,Sunrisers Hyderabad,Kane Williamson,28,29,2,0,96.55,caught
80,2021,Sunrisers Hyderabad,Abhishek Sharma,18,30,0,1,60.0,lbw
80,2021,Sunrisers Hyderabad,Heinrich Klaasen,6,9,0,0,66.67,not out
80,2021,Sunrisers Hyderabad,Aiden Markram,20,20,0,1,100.0,bowled
80,2021,Sunrisers Hyderabad,Bhuvneshwar Kumar,10,17,0,0,58.82,not out
80,2021,Sunrisers Hyderabad,T Natarajan,53,57,1,3,92.98,bowled
80,2021,Sunrisers Hyderabad,Washington Sundar,19,34,1,1,55.88,run out
80,2021,Sunrisers Hyderabad,Marco Jansen,13,33,0,0,39.39,caught
80,2021,Mumbai Indians,Rohit Sharma,19,20,0,0,95.0,not out
80,2021,Mumbai Indians,Ishan Kishan,20,20,1,1,100.0,run out
80,2021,Mumbai Indians,Suryakumar Yadav,70,78,4,1,89.74,run out
80,2021,Mumbai Indians,Hardik Pandya,29,34,1,0,85.29,not out
80,2021,Mumbai Indians,Kieron Pollard,0,2,0,0,0.0,not out
80,2021,Mumbai Indians,Jasprit Bumrah,0,2,0,0,0.0,not out
80,2021,Mumbai Indians,Tilak Varma,0,4,0,0,0.0,run out
80,2021,Mumbai Indians,Tim David,0,4,0,0,0.0,lbw
81,2021,Chennai Super Kings,MS Dhoni,59,61,5,0,96.72,bowled
81,2021,Chennai Super Kings,Ruturaj Gaikwad,27,47,0,0,57.45,not out
81,2021,Chennai Super Kings,Devon Conway,33,52,2,1,63.46,bowled
81,2021,Chennai Super Kings,Ambati Rayudu,5,14,0,0,35.71,caught
81,2021,Chennai Super Kings,Ravindra Jadeja,6,13,0,0,46.15,bowled
81,2021,Chennai Super Kings,Deepak Chahar,3,6,0,0,50.0,lbw
81,2021,Chennai Super Kings,Moeen Ali,0,4,0,0,0.0,lbw
81,2021,Chennai Super Kings,Mitchell Santner,0,2,0,0,0.0,caught
81,2021,Punjab Kings,KL Rahul,35,53,2,1,66.04,caught
81,2021,Punjab Kings,Shikhar Dhawan,9,14,0,0,64.29,run out
81,2021,Punjab Kings,Liam Livingstone,32,46,1,0,69.57,not out
81,2021,Punjab Kings,Jonny Bairstow,62,63,2,2,98.41,run out
81,2021,Punjab Kings,Arshdeep Singh,26,45,2,0,57.78,run out
81,2021,Punjab Kings,Kagiso Rabada,11,27,1,0,40.74,caught
81,2021,Punjab Kings,Sam Curran,5,18,0,0,27.78,caught
81,2021,Punjab Kings,Rishi Dhawan,1,20,0,0,5.0,not out
82,2021,Sunrisers Hyderabad,Kane Williamson,54,62,2,1,87.1,caught
82,2021,Sunrisers Hyderabad,Abhishek Sharma,18,20,1,1,90.0,caught
82,2021,Sunrisers Hyderabad,Heinrich Klaasen,38,52,3,2,73.08,bowled
82,2021,Sunrisers Hyderabad,Aiden Markram,33,38,0,0,86.84,run out
82,2021,Sunrisers Hyderabad,Bhuvneshwar Kumar,21,30,0,0,70.0,lbw
82,2021,Sunrisers Hyderabad,T Natarajan,6,21,0,0,28.57,run out
82,2021,Sunrisers Hyderabad,Washington Sundar,2,20,0,0,10.0,not out
82,2021,Sunrisers Hyderabad,Marco Jansen,4,23,0,0,17.39,not out
82,2021,Chennai Super Kings,MS Dhoni,78,82,5,5,95.12,lbw
82,2021,Chennai Super Kings,Ruturaj Gaikwad,1,5,0,0,20.0,run out
82,2021,Chennai Super Kings,Devon Conway,40,43,3,1,93.02,not out
82,2021,Chennai Super Kings,Ambati Rayudu,46,46,3,1,100.0,run out
82,2021,Chennai Super Kings,Ravindra Jadeja,3,4,0,0,75.0,run out
82,2021,Chennai Super Kings,Deepak Chahar,11,28,0,0,39.29,bowled
82,2021,Chennai Super Kings,Moeen Ali,1,7,0,0,14.29,lbw
82,2021,Chennai Super Kings,Mitchell Santner,0,3,0,0,0.0,lbw
83,2021,Delhi Capitals,David Warner,50,50,2,1,100.0,not out
83,2021,Delhi Capitals,Prithvi Shaw,36,44,2,1,81.82,run out
83,2021,Delhi Capitals,Rishabh Pant,43,50,0,1,86.0,caught
83,2021,Delhi Capitals,Axar Patel,0,1,0,0,0.0,not out
83,2021,Delhi Capitals,Anrich Nortje,10,20,0,0,50.0,bowled
83,2021,Delhi Capitals,Kuldeep Yadav,4,16,0,0,25.0,caught
83,2021,Delhi Capitals,Mitchell Marsh,1,5,0,0,20.0,run out
83,2021,Delhi Capitals,Phil Salt,0,3,0,0,0.0,bowled
83,2021,Sunrisers Hyderabad,Kane Williamson,12,16,0,0,75.0,lbw
83,2021,Sunrisers Hyderabad,Abhishek Sharma,70,75,5,1,93.33,caught
83,2021,Sunrisers Hyderabad,Heinrich Klaasen,11,11,1,0,100.0,not out
83,2021,Sunrisers Hyderabad,Aiden Markram,19,19,0,1,100.0,caught
83,2021,Sunrisers Hyderabad,Bhuvneshwar Kumar,16,30,1,0,53.33,bowled
83,2021,Sunrisers Hyderabad,T Natarajan,41,48,2,0,85.42,not out
83,2021,Sunrisers Hyderabad,Washington Sundar,3,15,0,0,20.0,lbw
83,2021,Sunrisers Hyderabad,Marco Jansen,8,10,0,0,80.0,not out
84,2021,Kolkata Knight Riders,Shreyas Iyer,41,45,1,0,91.11,bowled
84,2021,Kolkata Knight Riders,Venkatesh Iyer,34,42,3,0,80.95,caught
84,2021,Kolkata Knight Riders,Andre Russell,44,61,2,1,72.13,run out
84,2021,Kolkata Knight Riders,Sunil Narine,55,71,3,1,77.46,lbw
84,2021,Kolkata Knight Riders,Pat Cummins,5,11,0,0,45.45,caught
84,2021,Kolkata Knight Riders,Rinku Singh,9,14,0,0,64.29,run out
84,2021,Kolkata Knight Riders,Nitish Rana,7,20,0,0,35.0,not out
84,2021,Kolkata Knight Riders,Varun Chakravarthy,1,4,0,0,25.0,bowled
84,2021,Sunrisers Hyderabad,Kane Williamson,72,83,5,0,86.75,run out
84,2021,Sunrisers Hyderabad,Abhishek Sharma,21,22,2,1,95.45,not out
84,2021,Sunrisers Hyderabad,Heinrich Klaasen,26,35,2,1,74.29,run out
84,2021,Sunrisers Hyderabad,Aiden Markram,0,1,0,0,0.0,run out
84,2021,Sunrisers Hyderabad,Bhuvneshwar Kumar,25,30,1,0,83.33,caught
84,2021,Sunrisers Hyderabad,T Natarajan,1,12,0,0,8.33,lbw
84,2021,Sunrisers Hyderabad,Washington Sundar,0,1,0,0,0.0,lbw
84,2021,Sunrisers Hyderabad,Marco Jansen,2,8,0,0,25.0,bowled
85,2021,Delhi Capitals,David Warner,44,56,0,2,78.57,lbw
85,2021,Delhi Capitals,Prithvi Shaw,63,82,0,3,76.83,lbw
85,2021,Delhi Capitals,Rishabh Pant,29,44,2,0,65.91,lbw
85,2021,Delhi Capitals,Axar Patel,2,5,0,0,40.0,caught
85,2021,Delhi Capitals,Anrich Nortje,0,2,0,0,0.0,run out
85,2021,Delhi Capitals,Kuldeep Yadav,0,2,0,0,0.0,lbw
85,2021,Delhi Capitals,Mitchell Marsh,0,1,0,0,0.0,caught
85,2021,Delhi Capitals,Phil Salt,0,1,0,0,0.0,lbw
85,2021,Mumbai Indians,Rohit Sharma,42,61,3,1,68.85,bowled
85,2021,Mumbai Indians,Ishan Kishan,17,35,1,0,48.57,bowled
85,2021,Mumbai Indians,Suryakumar Yadav,40,44,4,1,90.91,run out
85,2021,Mumbai Indians,Hardik Pandya,7,23,0,0,30.43,run out
85,2021,Mumbai Indians,Kieron Pollard,8,18,0,0,44.44,caught
85,2021,Mumbai Indians,Jasprit Bumrah,8,17,0,0,47.06,not out
85,2021,Mumbai Indians,Tilak Varma,3,23,0,0,13.04,caught
85,2021,Mumbai Indians,Tim David,7,22,0,0,31.82,caught
86,2021,Mumbai Indians,Rohit Sharma,64,77,4,2,83.12,caught
86,2021,Mumbai Indians,Ishan Kishan,56,64,2,0,87.5,caught
